,Unnamed: 0,DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Address,zipcode,label
294,,0369346-DCA,Business,3/31/17,NOBLE PARKING LLC,,310,E 40TH ST,,NEW YORK,NY,10016.0,212-686-9800,Manhattan,1.0,310 east 40th street,10016.0,True
295,,1174338-DCA,Business,3/31/13,"BEST BUY AUTOMOTIVE, INC.",,1855,E TREMONT AVE,,BRONX,NY,10460.0,7188636816,Bronx,2.0,1855 east tremont avenue,10460.0,False
296,,0901963-DCA,Business,3/31/21,GRACIE PUBLIC PARKING CORP.,,401,E 89TH ST,,NEW YORK,NY,10128.0,2127367171,Manhattan,1.0,401 east 89th street,10128.0,True
297,unattended ,1402130-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,800,AVENUE OF THE AMERICAS,,NEW YORK,NY,10001.0,2125025490,Manhattan,1.0,800 avenuenue of the americas,10001.0,False
298,,2078124-DCA,Business,3/31/21,GM PARK GROUP INC,,110,BROADWAY,,BROOKLYN,NY,11249.0,6466100315,Brooklyn,3.0,110 broadway,11249.0,False
299,,2007341-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,4007,73RD ST,,WOODSIDE,NY,11377.0,2126954568,Queens,4.0,4007 73rd street,11377.0,False
300,,1363801-DCA,Business,11/28/10,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,20,E 161ST ST,,BRONX,NY,10451.0,7185887800,Bronx,2.0,20 east 161st street,10451.0,False
301,,2000569-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,75,PARK PLACE,,NEW YORK,NY,10016.0,2125025490,Manhattan,1.0,75 park placeace,10016.0,False
302,unattended ,1099298-DCA,Business,3/31/21,SECURE PARKING LLC,,363,W 30TH ST,,NEW YORK,NY,10001.0,2126869800,Manhattan,1.0,363 west 30th street,10001.0,False
303,,1463445-DCA,Business,3/31/15,"KINNEY PARKING SYSTEM, LLC",,38,W 46TH ST,,NEW YORK,NY,10036.0,2125025490,Manhattan,1.0,38 west 46th street,10036.0,True
304,,1415872-DCA,Business,2/21/12,ZR PARKING LLC,,3538,JUNCTION BLVD,,CORONA,NY,11368.0,6314212686,Queens,4.0,3538 junction boulevardd,11368.0,False
305,,1189957-DCA,Business,3/31/11,VICTOR GARAGE CORP.,,275,PARK AVE,,BROOKLYN,NY,11205.0,7188559571,Brooklyn,3.0,275 park avenue,11205.0,False
306,,1326545-DCA,Business,3/31/15,QUIK PARK BPC LLC,QUIK PARK INC.,70,LITTLE WEST ST,,NEW YORK,NY,10004.0,2128322066,Manhattan,1.0,70 little west street,10004.0,True
307,,2009960-DCA,Business,3/31/15,189 PKG LLC,,4741,PARK AVE,,BRONX,NY,10458.0,917-731-2034,Bronx,2.0,4741 park avenue,10458.0,False
308,,1331651-DCA,Business,3/31/21,TOWER 25 PARKING LLC,,305,E 24TH ST,,NEW YORK,NY,10010.0,2126869800,Manhattan,1.0,305 east 24th street,10010.0,True
309,,1413066-DCA,Business,9/20/16,"ST. ANN'S PARKING GARAGE, LLC",,800,SAINT ANNS AVE,,BRONX,NY,10456.0,7184080141,Bronx,2.0,800 saint anns avenue,10456.0,False
310,,2003398-DCA,Business,3/31/19,"DIAMOND 1 PARKING GARAGE, INC.",,284,DYCKMAN ST,,NEW YORK,NY,10034.0,347-843-5023,Manhattan,1.0,284 dyckman street,10034.0,False
311,,1306361-DCA,Business,3/31/19,AMPCO SYSTEM PARKING,,750,LEXINGTON AVE,,NEW YORK,NY,10022.0,2127542678,Manhattan,1.0,750 lexington avenue,10022.0,True
312,,0962865-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,25,W 48TH ST,,NEW YORK,NY,10020.0,2126296602,Manhattan,1.0,25 west 48th street,10020.0,False
313,,1400324-DCA,Business,3/31/21,SP PLUS CORPORATION,,226,BATTERY PARK CITY,,NEW YORK,NY,10280.0,2125025490,,,226 battery park city,10280.0,False
314,,2043316-DCA,Business,3/31/19,130 ST. FELIX STREET PARKING CORP.,,130,SAINT FELIX ST,,BROOKLYN,NY,11217.0,2127419009,Brooklyn,3.0,130 saint felix street,11217.0,False
315,,1320334-DCA,Business,3/31/17,QUIK PARK RIVERSIDE GARAGE LLC,,779,RIVERSIDE DR,,NEW YORK,NY,10032.0,2128322066,Manhattan,1.0,779 riverside drive,10032.0,True
316,,2084204-DCA,Business,3/31/21,142 WEST 57TH STREET PARKING CORP.,,146,W 57TH ST,,NEW YORK,NY,10019.0,2127367171,Manhattan,1.0,146 west 57th street,10019.0,True
317,,2007093-DCA,Business,9/4/16,"CONEY ISLAND COMMONS PARKING, CORP",,2960,W 29TH ST,,BROOKLYN,NY,11224.0,7182850102,Brooklyn,3.0,2960 west 29th street,11224.0,False
318,,1199393-DCA,Business,3/31/21,SOHO VILLAGE PARKING LLC,,610,BROADWAY,,NEW YORK,NY,10012.0,212-686-9800,Manhattan,1.0,610 broadway,10012.0,True
319,,2087328-DCA,Business,3/31/21,PARK MERCER LLC,,139,CHARLES ST,,NEW YORK,NY,10014.0,212-360-6300,Manhattan,1.0,139 charles street,10014.0,False
320,,1111678-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,120,W 21ST ST,,NEW YORK,NY,10011.0,2126296602,Manhattan,1.0,120 west 21st street,10011.0,True
321,,1405781-DCA,Business,3/31/13,HILLSIDE AVE PARKING LOT CORP,,17535,HILLSIDE AVE,,JAMAICA,NY,11432.0,7187396270,Queens,4.0,17535 hillside avenue,11432.0,False
322,,1157614-DCA,Business,3/31/21,"STATE STREET PARKING, LLC",,71,SMITH ST,,BROOKLYN,NY,11201.0,973-643-7700,Brooklyn,3.0,71 smith street,11201.0,False
323,,1342356-DCA,Business,3/31/21,"SESSANTA PARKING CO., LLC",,229,W 60TH ST,,NEW YORK,NY,10023.0,2128429308,Manhattan,1.0,229 west 60th street,10023.0,False
324,,2075038-DCA,Business,3/31/21,SAN MIGUEL PARK CORP,,1740-1746,ANDREWS AVE,,BRONX,NY,10453.0,9172153295,Bronx,2.0,1740-1746 andrews avenue,10453.0,False
325,,2083253-DCA,Business,3/31/21,REED PARKING CORP.,,10025,QUEENS BLVD,,FOREST HILLS,NY,11375.0,2124903460,Queens,4.0,10025 queens boulevardd,11375.0,False
326,,1468063-DCA,Business,3/31/15,"KINNEY PARKING SYSTEM, LLC",,56,N MOORE ST,,NEW YORK,NY,10013.0,2125025490,Manhattan,1.0,56 north moore street,10013.0,True
327,,1153766-DCA,Business,3/31/21,MPC PARKING LLC,,1104,2ND AVE,,NEW YORK,NY,10022.0,2126869800,Manhattan,1.0,1104 2nd avenue,10022.0,True
328,,1085597-DCA,Business,3/31/21,86 ST. PARKING GARAGE CORP.,,8610,ROOSEVELT AVE,,JACKSON HTS,NY,11372.0,7186514273,Queens,4.0,8610 roosevelt avenue,11372.0,False
329,,1155791-DCA,Business,3/31/11,J & A PARKING INC,,376,E 184TH ST,,BRONX,NY,10458.0,7186180992,Bronx,2.0,376 east 184th street,10458.0,False
330,,2026148-DCA,Business,3/31/21,GEMAT PARKING CORP.,,233,E 69TH ST,,NEW YORK,NY,10021.0,2124220423,Manhattan,1.0,233 east 69th street,10021.0,False
331,,2031027-DCA,Business,1/14/16,"IMPERIAL PARKING (U.S.), LLC",IMPARK,353,4TH AVE,,BROOKLYN,NY,11215.0,212-934-8660,Brooklyn,3.0,353 4th avenue,11215.0,False
332,,1323180-DCA,Business,3/31/21,73RD STREET PARKING CORP.,,1257,3RD AVE,,NEW YORK,NY,10021.0,2127367171,Manhattan,1.0,1257 3rd avenue,10021.0,False
333,,1464918-DCA,Business,3/31/15,"KINNEY PARKING SYSTEM, LLC",,6575,SAUNDERS ST,,REGO PARK,NY,11374.0,2125025490,Queens,4.0,6575 saunders street,11374.0,False
334,,1293275-DCA,Business,3/31/17,CREST CAR PARK LLC,,302,2ND ST,,BROOKLYN,NY,11215.0,718-499-1235,Brooklyn,3.0,302 2nd street,11215.0,False
335,,1020843-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,1900,ARCHER ST,,BRONX,NY,10462.0,2126296602,Bronx,2.0,1900 archer street,10462.0,False
336,,1470158-DCA,Business,3/31/21,RYER PARKING LLC,,2346,RYER AVE,,BRONX,NY,10458.0,6463771900,Bronx,2.0,2346 ryer avenue,10458.0,False
337,,2048149-DCA,Business,3/31/21,EZ PARKING GARAGE INC,,870,JENNINGS ST,,BRONX,NY,10459.0,3472207660,Bronx,2.0,870 jennings street,10459.0,False
338,,1463456-DCA,Business,3/31/15,"KINNEY PARKING SYSTEM, LLC",,135,E 33RD ST,,NEW YORK,NY,10016.0,2125025490,Manhattan,1.0,135 east 33rd street,10016.0,False
339,,1140019-DCA,Business,3/31/13,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,882,7TH AVE,,NEW YORK,NY,10019.0,2126296602,Manhattan,1.0,882 7th avenue,10019.0,False
340,,1225844-DCA,Business,3/31/11,STATE PREMIER PROPERTY INC.,BRANDON PARKING LOT,1325,BOSTON RD,,BRONX,NY,10456.0,7188610321,Bronx,2.0,1325 boston road,10456.0,False
341,,1376342-DCA,Business,3/31/21,QUIK PARK EAST 73RD ST LLC,,524,E 73RD ST,,NEW YORK,NY,10021.0,212-832-2066,Manhattan,1.0,524 east 73rd street,10021.0,True
342,,1347469-DCA,Business,3/31/11,STANDARD PARKING CORPORATION,,200,W 79TH ST,,NEW YORK,NY,10024.0,2129163491,Manhattan,1.0,200 west 79th street,10024.0,False
343,,1060717-DCA,Business,3/31/13,ENTERPRISE 30TH STREET GARAGE LLC,,343,10TH AVE,,NEW YORK,NY,10001.0,2127442277,Manhattan,1.0,343 10th avenue,10001.0,False
344,,2083251-DCA,Business,3/31/21,MANHATTAN PARKING BORO CORP,,40,CLINTON ST,,BROOKLYN,NY,11201.0,2124903460,Brooklyn,3.0,40 clinton street,11201.0,True
345,,2006473-DCA,Business,3/31/19,EZY PARKING GO INC,,930,SHERIDAN AVE,,BRONX,NY,10451.0,7182944264,Bronx,2.0,930 sheridan avenue,10451.0,False
346,,2004972-DCA,Business,3/31/17,189 park llc,,4741,PARK AVE,,BRONX,NY,10458.0,917-731-2034,Bronx,2.0,4741 park avenue,10458.0,False
347,,0731394-DCA,Business,3/31/21,M H M PARKING LLC,,560,3RD AVE,,NEW YORK,NY,10016.0,2126869800,Manhattan,1.0,560 3rd avenue,10016.0,True
348,,2067239-DCA,Business,3/31/21,NR PARKING CORP,,615,JACKSON AVE,,BRONX,NY,10455.0,3478125297,Bronx,2.0,615 jackson avenue,10455.0,False
349,,1146395-DCA,Business,3/31/21,REGAL PARKING CORP.,,9810,64TH AVE,,REGO PARK,NY,11374.0,2127367171,Queens,4.0,9810 64th avenue,11374.0,False
350,,1130936-DCA,Business,3/31/21,"CHAMPION PARKING 16, LLC",,101,E 16TH ST,,NEW YORK,NY,10003.0,2123085959,Manhattan,1.0,101 east 16th street,10003.0,False
351,,2020385-DCA,Business,3/31/19,PV PARKING V CORP,,4007,73RD ST,,WOODSIDE,NY,11377.0,7186094200,Queens,4.0,4007 73rd street,11377.0,False
352,,2068514-DCA,Business,6/4/18,ENTERPRISE 36TH STREET PARKING LLC,,411,W 35TH ST,,NEW YORK,NY,10001.0,212-564-3199,Manhattan,1.0,411 west 35th street,10001.0,False
353,,1172794-DCA,Business,3/31/21,EMPIRE PARKING CORP.,,303,W 96TH ST,,NEW YORK,NY,10025.0,212-262-4771,Manhattan,1.0,303 west 96th street,10025.0,True
354,,1010038-DCA,Business,3/31/13,PARK GATE PARKING INC.,,750,COLUMBUS AVE,,NEW YORK,NY,10025.0,2127367171,Manhattan,1.0,750 columbus avenue,10025.0,True
355,,1307068-DCA,Business,3/31/11,125 CHARLES PARKING LLC,,139,CHARLES ST,,NEW YORK,NY,10014.0,2033212175,Manhattan,1.0,139 charles street,10014.0,False
356,,1029322-DCA,Business,3/31/15,STANDARD PARKING CORPORATION,,200,CENTRAL PARK W,,NEW YORK,NY,10024.0,2123137275,Manhattan,1.0,200 central park w,10024.0,False
357,,2021503-DCA,Business,3/31/17,SP PLUS CORPORATION,,140,W 28TH ST,,NEW YORK,NY,10001.0,2125025490,Manhattan,1.0,140 west 28th street,10001.0,False
358,,2083101-DCA,Business,3/31/21,ISABEL PARKING LLC,,20,E 161ST ST,,BRONX,NY,10451.0,6465840409,Bronx,2.0,20 east 161st street,10451.0,False
359,,2018861-DCA,Business,3/31/21,776 SIXTH AVE PARKING CORP,,776,6TH AVE,,NEW YORK,NY,10001.0,2127367171,Manhattan,1.0,776 6th avenue,10001.0,True
360,,1301648-DCA,Business,3/31/13,"MY NEW PARKING, INC.",,1380,DR MARTIN L KING JR BLVD,,BRONX,NY,10452.0,3475388602,Bronx,2.0,1380 dr martin l king jr boulevardd,10452.0,False
361,,1464685-DCA,Business,3/31/21,"C&S E-SUPERETTE, INC.",,9053,FORT HAMILTON PKWY,,BROOKLYN,NY,11209.0,718-745-2888,Brooklyn,3.0,9053 fort hamilton parkway,11209.0,False
362,,1455314-DCA,Business,3/31/19,"IMPERIAL PARKING (U.S.), LLC",,405,E 63RD ST,,NEW YORK,NY,10065.0,2129378660,Manhattan,1.0,405 east 63rd street,10065.0,False
363,,2080640-DCA,Business,3/31/21,E 74TH PARKING CORP.,,343,E 74TH ST,,NEW YORK,NY,10021.0,8009441424,Manhattan,1.0,343 east 74th street,10021.0,False
364,,2054987-DCA,Business,3/31/19,TLC PARKING INC,,1600,SEDGWICK AVE,,BRONX,NY,10453.0,3475388602,Bronx,2.0,1600 sedgwick avenue,10453.0,False
365,,1432047-DCA,Business,3/31/19,EZ2 PARK LLC,,240,E 82ND ST,,NEW YORK,NY,10028.0,2127446300,Manhattan,1.0,240 east 82nd street,10028.0,False
366,,1415613-DCA,Business,9/10/12,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,117,KENT AVE,,BROOKLYN,NY,11249.0,2125025490,Brooklyn,3.0,117 kent avenue,11249.0,False
367,,1417677-DCA,Business,3/31/13,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,405,E 63RD ST,,NEW YORK,NY,10065.0,2125025490,Manhattan,1.0,405 east 63rd street,10065.0,False
368,,1460735-DCA,Business,3/31/21,ENTERPRISE 51 PARKING LLC,,680,12TH AVE,,NEW YORK,NY,10019.0,2125643199,Manhattan,1.0,680 12th avenue,10019.0,False
369,,1354465-DCA,Business,3/31/21,"PARK 139TH, LLC",,29,W 138TH ST,,NEW YORK,NY,10037.0,2122340855,Manhattan,1.0,29 west 138th street,10037.0,False
370,,2052194-DCA,Business,3/31/21,GREENWICH STREET GARAGE LLC,,641,WASHINGTON ST,,NEW YORK,NY,10014.0,6465840409,Manhattan,1.0,641 washington street,10014.0,False
371,,0976815-DCA,Business,3/31/15,"WILSHIRE CAR PARK, INC.",,18230,WEXFORD TER,,JAMAICA,NY,11432.0,2122216111,Queens,4.0,18230 wexford terrace,11432.0,False
372,,2063760-DCA,Business,3/31/21,786 PARKING CORP,,3710,CRESCENT ST,,LONG ISLAND CITY,NY,11101.0,7186180029,Queens,4.0,3710 crescent street,11101.0,False
373,,1362221-DCA,Business,3/31/19,CFS 2907 JFK LLC,AVISTAR AIRPORT PARKING,13024,S CONDUIT AVE,,JAMAICA,NY,11430.0,7183222221,Queens,4.0,13024 south conduit avenue,11430.0,False
374,,0953176-DCA,Business,3/31/21,COMFORT PARK LLC,,301,ELIZABETH ST,,NEW YORK,NY,10012.0,2126869800,Manhattan,1.0,301 elizabeth street,10012.0,False
375,Active locations,1079092-DCA,Business,3/31/21,"IMPACT CAR PARK, LLC",,333,W 26TH ST,,NEW YORK,NY,10001.0,2122216111,Manhattan,1.0,333 west 26th street,10001.0,True
376,,2001372-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,158,W 20TH STREET,,NEW YORK,NY,10011.0,2125025490,Manhattan,1.0,158 west 20th streetreet,10011.0,False
377,,1401121-DCA,Business,3/20/17,CHAMPION PARKING 61 LLC,,1113,YORK AVE,,NEW YORK,NY,10065.0,2123085959,Manhattan,1.0,1113 york avenue,10065.0,False
378,,1128837-DCA,Business,3/31/13,"THE GGG PARKING, INC.",,1565,JEROME AVE,,BRONX,NY,10452.0,7189015222,Bronx,2.0,1565 jerome avenue,10452.0,False
379,,2016405-DCA,Business,3/31/19,BELLTEL CAR PARK LLC,,101,WILLOUGHBY ST,,BROOKLYN,NY,11201.0,212-996-6363 EXT14,Brooklyn,3.0,101 willoughby street,11201.0,True
380,,1406771-DCA,Business,3/31/21,GREENLUX PARKING LLC,,200,N END AVE,,NEW YORK,NY,10282.0,2126869800,Manhattan,1.0,200 north end avenue,10282.0,False
381,unattended ,1186204-DCA,Business,3/31/15,"I. R. PARKING, INC",,112,W 25TH ST,,NEW YORK,NY,10001.0,5169381310,Manhattan,1.0,112 west 25th street,10001.0,False
382,,2014360-DCA,Business,3/31/17,EHTE PARKING CORP,,357,E 57TH ST,,NEW YORK,NY,10022.0,2128381629,Manhattan,1.0,357 east 57th street,10022.0,False
383,,1304957-DCA,Business,3/31/19,"QUIK PARK BROOKLYN BRIDGE, LLC",,360,FURMAN ST,,BROOKLYN,NY,11201.0,212-832-2066,Brooklyn,3.0,360 furman street,11201.0,True
384,,1263650-DCA,Business,3/31/13,V.M.C. PARKING INC.,SOLO PARKING,316,W 118TH ST,,NEW YORK,NY,10026.0,2125312924,Manhattan,1.0,316 west 118th street,10026.0,False
385,,1291722-DCA,Business,3/31/15,"COVE CAR PARK, LLC",,3085,VERNON BLVD,,ASTORIA,NY,11102.0,2122216111,Queens,4.0,3085 vernon boulevardd,11102.0,False
386,,1102792-DCA,Business,3/31/21,311 PARKING CORP.,,311,W 50TH ST,,NEW YORK,NY,10019.0,2125869760,Manhattan,1.0,311 west 50th street,10019.0,True
387,,0427239-DCA,Business,3/31/21,9495 PARKING CORP.,,1832,2ND AVE,,NEW YORK,NY,10128.0,2122893800,Manhattan,1.0,1832 2nd avenue,10128.0,False
388,,1263624-DCA,Business,3/31/13,200 SCHERMERHORN GARAGE CORP.,,200,SCHERMERHORN ST,,BROOKLYN,NY,11201.0,2127367171,Brooklyn,3.0,200 schermerhorn street,11201.0,False
389,,1190381-DCA,Business,3/31/11,"IMPERIAL PARKING (U.S.), INC",IMPARK,121,W 125TH ST,,NEW YORK,NY,10027.0,2129378660,Manhattan,1.0,121 west 125th street,10027.0,False
390,,1271802-DCA,Business,3/31/11,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,530,E 73RD ST,,NEW YORK,NY,10021.0,2125025490,Manhattan,1.0,530 east 73rd street,10021.0,False
391,,1386654-DCA,Business,9/30/17,"2000 PARKING GARAGE, INC.",,2000,WHITE PLAINS RD,,BRONX,NY,10462.0,3478435023,Bronx,2.0,2000 white placeains rd,10462.0,False
392,,0896827-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,75,PARK PL,,NEW YORK,NY,10007.0,2125649199,Manhattan,1.0,75 park place,10007.0,True
393,,2053019-DCA,Business,3/31/21,COLUMBUS 95 PARKING LLC,,730,COLUMBUS AVE,,NEW YORK,NY,10025.0,2126869800,Manhattan,1.0,730 columbus avenue,10025.0,True
394,,0469348-DCA,Business,3/31/15,GEMAT PARKING CORP.,,233,E 69TH ST,,NEW YORK,NY,10021.0,2125359302,Manhattan,1.0,233 east 69th street,10021.0,False
395,,0954109-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,147,W 83RD ST,,NEW YORK,NY,10024.0,2125025490,Manhattan,1.0,147 west 83rd street,10024.0,True
396,,2046173-DCA,Business,3/31/21,250 W. 50TH PARKING LLC,,250,W 50TH ST,,NEW YORK,NY,10019.0,2126869800,Manhattan,1.0,250 west 50th street,10019.0,True
397,,1181103-DCA,Business,3/31/11,"LPARK 2, LLC",LAZ PARKING,457,W 150TH ST,,NEW YORK,NY,10031.0,2127517033,Manhattan,1.0,457 west 150th street,10031.0,False
398,,1463921-DCA,Business,3/31/19,QUIK PARK NASSAU LLC,,150,NASSAU ST,,NEW YORK,NY,10038.0,2128322066,Manhattan,1.0,150 nassau street,10038.0,False
399,,1199399-DCA,Business,3/31/21,215 E 95TH PARKING LLC,,207,E 95TH ST,,NEW YORK,NY,10128.0,2126869800,Manhattan,1.0,207 east 95th street,10128.0,False
400,,2000478-DCA,Business,3/31/21,ENTERPRISE TOREN PARKING LLC,,150,MYRTLE AVE,,BROOKLYN,NY,11201.0,2125643199,Brooklyn,3.0,150 myrtle avenue,11201.0,False
401,,0838371-DCA,Business,3/31/21,CONVENIENT PARKING LLC,,215,W 95TH ST,,NEW YORK,NY,10025.0,2126869800,Manhattan,1.0,215 west 95th street,10025.0,True
402,,1216345-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,351,JAY ST,,BROOKLYN,NY,11201.0,7186254215,Brooklyn,3.0,351 jay street,11201.0,False
403,,1130359-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,403,E 60TH ST,,NEW YORK,NY,10022.0,2126296602,Manhattan,1.0,403 east 60th street,10022.0,True
404,,1145568-DCA,Business,3/31/11,L.E. PARKING INC.,,65,NEW YORK AVE,,BROOKLYN,NY,11216.0,7187780796,Brooklyn,3.0,65 new york avenue,11216.0,False
405,unattended ,1350459-DCA,Business,3/14/11,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,800,AVENUE OF THE AMERICAS,,NEW YORK,NY,10001.0,2125025490,Manhattan,1.0,800 avenuenue of the americas,10001.0,False
406,,1138103-DCA,Business,3/31/11,INDOOR PARKING CORP.,,164,DYCKMAN ST,,NEW YORK,NY,10040.0,2129429804,Manhattan,1.0,164 dyckman street,10040.0,True
407,,1191722-DCA,Business,3/31/21,COSMO PARKING LLC,,360,W 43RD ST,,NEW YORK,NY,10036.0,2129562280,Manhattan,1.0,360 west 43rd street,10036.0,False
408,,1178703-DCA,Business,3/31/21,PARK KWIK LLC,,211,ATLANTIC AVE,,BROOKLYN,NY,11201.0,2129745840,Brooklyn,3.0,211 atlantic avenue,11201.0,False
409,,1233094-DCA,Business,3/31/13,W. 28TH GARAGE PARKING LLC,,241,W 28TH ST,,NEW YORK,NY,10001.0,2126869800,Manhattan,1.0,241 west 28th street,10001.0,False
410,,2045159-DCA,Business,3/29/18,282 SOUTH 5TH PARKING LLC,,282,S 5TH ST,,BROOKLYN,NY,11211.0,212-837-4590,Brooklyn,3.0,282 south 5th street,11211.0,False
411,,1283493-DCA,Business,3/31/21,KIPS BAY 27 PARKING LLC,,236,E 27TH ST,,NEW YORK,NY,10016.0,2126869800,Manhattan,1.0,236 east 27th street,10016.0,False
412,,1195162-DCA,Business,3/31/21,"350 WEST 43RD CAR PARK, LLC",GGMC,350,W 43RD ST,,NEW YORK,NY,10036.0,212-996-6363,Manhattan,1.0,350 west 43rd street,10036.0,False
413,,1275681-DCA,Business,3/31/15,QUIK PARK WEST 58TH LLC,QUIK PARK INC.,116,CENTRAL PARK S,,NEW YORK,NY,10019.0,2128322066,Manhattan,1.0,116 central park s,10019.0,False
414,,2024665-DCA,Business,3/31/17,"252 PARKING, LLC",EXCEL PARKING,252,SCHERMERHORN ST,,BROOKLYN,NY,11217.0,212-837-4509,Brooklyn,3.0,252 schermerhorn street,11217.0,False
415,,1382589-DCA,Business,12/16/15,"STRAND PARKING MGMT, LLC",,500,W 43RD ST,,NEW YORK,NY,10036.0,2127957275,Manhattan,1.0,500 west 43rd street,10036.0,False
416,,1367334-DCA,Business,3/31/21,BENEFICIAL 21 PARKING LLC,,329,E 21ST ST,,NEW YORK,NY,10010.0,2126869800,Manhattan,1.0,329 east 21st street,10010.0,True
417,,2001361-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,115,E 87TH ST,,NEW YORK,NY,10128.0,2125025490,Manhattan,1.0,115 east 87th street,10128.0,True
418,,0427913-DCA,Business,3/31/21,CA-LI AUTOMATIC TRANSMISSION CORP.,A & S PARKING,103,W 108TH ST,,NEW YORK,NY,10025.0,2128640137,Manhattan,1.0,103 west 108th street,10025.0,False
419,,2006475-DCA,Business,3/31/19,EZY PARKING GO INC,,1981,CEDAR AVE,,BRONX,NY,10452.0,7182944264,Bronx,2.0,1981 cedar avenue,10452.0,False
420,,1151777-DCA,Business,3/31/21,"BROOK PARKING GARAGE, INC.",,418,E 167TH ST,,BRONX,NY,10456.0,7185888328,Bronx,2.0,418 east 167th street,10456.0,False
421,,1010570-DCA,Business,3/31/21,UNION SQUARE CAR PARK LLC,GGMC,1,IRVING PL,,NEW YORK,NY,10003.0,2129966363,Manhattan,1.0,1 irving place,10003.0,False
422,,1387235-DCA,Business,3/31/15,222 WEST 14TH STREET PARKING CORP.,,222,W 14TH ST,,NEW YORK,NY,10011.0,2122485900,Manhattan,1.0,222 west 14th street,10011.0,False
423,,0932155-DCA,Business,3/31/21,301 PARK CORP.,,301,E 64TH ST,,NEW YORK,NY,10065.0,2124730135,Manhattan,1.0,301 east 64th street,10065.0,False
424,,1387697-DCA,Business,1/1/15,QUIK PARK 801 GARAGE LLC,,801,AMSTERDAM AVE,,NEW YORK,NY,10025.0,2128322066,Manhattan,1.0,801 amsterdam avenue,10025.0,True
425,,2000589-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,115,FORT WASHINGTON AVE,,NEW YORK,NY,10032.0,2125025490,Manhattan,1.0,115 fort washington avenue,10032.0,False
426,,2065381-DCA,Business,3/31/21,1050 FIFTH AVENUE PARKING CORP,,1050,5TH AVE,,NEW YORK,NY,10028.0,9172615152,Manhattan,1.0,1050 5th avenue,10028.0,True
427,,0945260-DCA,Business,3/31/11,FEDERAL REALTY LIMITED PARTNERSHIP,,9777,QUEENS BLVD,,REGO PARK,NY,11374.0,7185754692,Queens,4.0,9777 queens boulevardd,11374.0,False
428,,1125528-DCA,Business,3/31/21,WORLD PARKING GARAGE LLC,,1,CENTRAL PARK W,,NEW YORK,NY,10023.0,2125643199,Manhattan,1.0,1 central park w,10023.0,False
429,,1215113-DCA,Business,3/31/15,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,500,5TH AVE,,BROOKLYN,NY,11215.0,7183698185,Brooklyn,3.0,500 5th avenue,11215.0,False
430,,2054279-DCA,Business,6/13/17,"87-10 NORTHERN BLVD PARKING, LLC",,3306,88TH ST,,JACKSON HEIGHTS,NY,11372.0,9175924762,Queens,4.0,3306 88th street,11372.0,False
431,,1245815-DCA,Business,5/17/17,"OCEAN CAR PARK, LLC",,17,BATTERY PL,,NEW YORK,NY,10004.0,2129966363,Manhattan,1.0,17 battery place,10004.0,True
432,,0367518-DCA,Business,3/31/19,MANHATTAN PARKING SYSTEM - WEST 58TH. ST. CORP.,,200,E 67TH ST,,NEW YORK,NY,10065.0,212-308-5959,Manhattan,1.0,200 east 67th street,10065.0,False
433,,1398262-DCA,Business,3/31/17,"PARK IN AUTO SERVICES, INC.",,71,KENMARE ST,,NEW YORK,NY,10012.0,2129661186,Manhattan,1.0,71 kenmare street,10012.0,False
434,,1177630-DCA,Business,3/31/17,METROPOLITAN PARKING GROUP LLC,,4172,BROADWAY,,NEW YORK,NY,10033.0,2124903460,Manhattan,1.0,4172 broadway,10033.0,True
435,,1181002-DCA,Business,3/31/21,"TIMES SQUARE GARAGE, LLC",MEYERS PARKING,141,W 43RD ST,,NEW YORK,NY,10036.0,2125025490,Manhattan,1.0,141 west 43rd street,10036.0,False
